,caption,target,prediction,onnx
846,"AUCTION ‼️ “No face” (pendant) SOld
Colors: raven over gluestick, sandblasted and oiled! 
Rules: 
Starts at $50 
Increments of $10 or more 
No reserve 
No BIN 
Add $10 for shipping 
I accept Venmo, cash app, and PayPal! 
Auction starts now and ends when called. 
Thanks so much for the support, go! #elmolloboro #mmngw",0,0,0
847,Swipe for a surprise ❄️🌈 [SOLD],0,0,0
848,"<$old>
Any increments USD
Ends when I call it

PLACE ALL BIDS BY REPLYING TO COMMENT ""BID HERE"" IT KEEPS THEM IN ORDER THAT WAY

RULES
1.Must be 18+ Show ID
2.Must have funds ready at close
3.Funny business = get blocked

Be kind, tag who you outbid

No BiN 
Shipping: $10

Color: ROYGBIV / Super washed down Agua Azul
Size: 25mm
Height: 44mm
Base: 16mm
Spout: 11mm

Tested on 25mm banger

Much love yall🤙

#dankhankglass #bubblecap #roygbiv #glassblowing #glassart #thousanddollarsmoke #boro #boromarket #headies #boroart #borolife #710 #kilninit #dablife #oprahsbookclub #oprahswookclub #heady #headyglass #headylife #glassblowharder #weshouldsmoke #glassofig #bestofglass",1,1,1
849,"🔥🔥🔥 @dadneedsdabs showing that sometimes even the most simple of caps, can add the world of difference to your dab! I’ve seen LOTS of messed up bubble caps; Egg shaped, wrong size, or just downright fragile. The weird thing is sometimes these same bubble caps are the ones in store shelves for $50+! Sure, maybe I could charge more for me caps. Heck, maybe I could even outsource them and put my name on them right..? Sure, I could, but then I wouldn’t be any better than those guys. I take an immense amount of pride in doing things myself, the right way. I make caps I would take home, and toss the ones that I wouldn’t. Period. Maybe I’m losing money not charging more, or mass producing them, or by hiding seconds in my firsts. But I sleep great at night knowing each cap that is purchased from me... whether it’s a simple $39.99 bubble cap or a $500+ Auction custom, is gonna work exactly how it should. If you’re using my caps, thank you. It means more than I can express 💖💖💖 #glass #glassofig #headyglass #chadbro #chadbroglass #bubblecap #ballcap #carbcap #carbcaps #carbcapsofig #carbcapKING #lowtempdabs #banger #quartzbanger #terps #terpenes #dab #dabs #710 #420",1,0,0
850,(SOLD) Hey what’s up ig I have this blue yoshi set with baby Mario up for grabs if anyone interested hit the dm and thanks for looking ... #headyglassforsale#heady#headyart#headyglass#topshelflife#bestofglass#glassforsale#yoshi#babymario#functionalglassart#highendglass#highsociety#highlife#dabbers_unite#glassgallery#boroballers#glasscollectors#710#710society#wax#cannabiscommunity#glassart#handmade#boro#glass#glassofig#glassporn#terp#terps#terpslut,0,0,0
851,Now live on the shop are Pokemon resin bubble cap and dabber holder each blind bagged to add a little element of surprise $4.99 + shipping good luck! #710society #bubblecap #heady,0,0,0
852,"I made something on the lathe!😂✌
.
.
.
#lathe #glasslathe
#glass #glassart #lampwork #420 #710 #Oregon #oregonmade  #westcoast #dabs #wax #shatter #rosin # glasslife #bubblecap #bubblecaps #carbcap  #handspun #handmade #art #glassblowing",0,0,0
853,"New Sherlock up for grabs! DM for details! 
glasspipe #glass #glassofinstagram #glassartist #glassart #glassleaf #spoon #spoonpipe #pipe #customart #glassofig #glassblower #glassblowing #houstonart #houstonmade #houstonglassblowers #houstonglass #glassofhouston #americanmadeglass #handmadeart #handmadeglass #glasscup #opal #headyart #headyglass #headyartist #art #artist #artistsoninstagrampainting",0,0,0
854,"Repost from @krakenzglass using - Today is the day! Colombus Ohio #blowthecapoff2019 I am so excited to see everyone! Few pieces of info VIP still available and will include extra merch and further benefits! Most importantly caps will be available to buyers who arent able to come to the show in person starting at 6pm eastern standard time! Feel free to call @highonglassgallery to make your scoops online during the live feed of the show! @krakenzglass , who I can’t thank enough for working my prep and absolutely going all in, him and I put together a wicked cool collaboration that comes complete with a resting nest to hold the cap comfortable when not in use, that will be available as well as an awesome solo piece made by @krakenzglass Lots of love and thanks to the whole Highon crew for all their hard work they’ve put into the show and @powersv2 @elite_essentials710 @dangervisual 💃🏻💥🕺
.
.
.
.
.
.
.
#blowthecapoff #capshow #carbcap #bubblecap #highonglassgallery #eliteessentials #rekglass #krakenzglass .
.
.
.
.",0,0,0
855,@celloglass is quickly becoming my daily driver💨💪🏼,0,0,0
856,"$15+5 shipping 100% north star yellow bubble cap. First pic no flash, 2nd pic with flash.",0,0,0
857,"🌀Pendant Auction!!!🌀
Today you’re welcome to bid on this 2019 hollow pendant featuring @glassalchemy 1st quality Voodoo & one of my cleanest wags to date features a pull done by @thee_laurax ⬇️Rules are simple⬇️
🌀Starts at $20, bid whatever🌀
🌀small reserve in play🌀
🌀Please tag who you outbid🌀
🌀Ends when I call it, going once🌀
If hits small reserve, I will be more than happy to make up a matching bead to make this a full set🙃 Thank you all for your bids and support🙏🏼 #pendant #pendantsofig #glassart #glassofig #glassauction #pendantauction #boroauction #boro #boroglass #glasspendy #glasspendy #glassalchemy #glassalchemyvoodoo #willahelmglass #wigwag #headyart #headyglass #pendantporn #pendyporn #glassporn #710society #420 #nonfunctionalglass #glasspendants #auctionhouse #borosilicate #hollowpendant",1,1,1
858,"Lovin this cap/stand combo, can't wait to see what kinda colors the homie @bxrr____ is gonna come up with for our newest project!! Spoiler alert, we got another #giveaway comin down the pipe so keep an eye out 😉 Thanks for lookin and much love from your Brothas in the #DabPack!!! 💪😗💨💨💨
#Wook BubbleCap: @bxrr____ 
#YouTuber #patient #710 #710society #559 #559stoners #cencaldabberz #Slyme #SlymeGang #glasscollector #glassofIG #headyglass #monster #cyclops #bubblecap #dablife #workhardplayhard #weshoulddab #PackLife #DeadCynic",0,0,0
859,"Fire/Amber Purple/Illuminati 😍💎😍 these wags are looking awesome. The AP will get a lot more purple once it's been shaped and restruck. I use a pretty reducing flame when I'm stacking reversals so it tends to wash out the pretty striking colors in the linework. Once the full section has been formed it can be heated nice and hot and that will set the amber purple back ro basically clear and then you use the flame and or the kiln to bring out the purples. #themoreyouknow
.
.
.
.
#peejglass #glassofig #glassporn #headyglass #bestofglass #functionalglassart #boroofig #headyart #oprahsbookclub #fortheloveofboro #faceting #vitamino #opal #functionalglass #highendglass #glassblowing #glassart #doublebubbler #dubbub #wigwag #thousanddollarsmoke #wedontsmokethesame #eastcoastdabbers #dailydabbers #dabbersdaily #dabstagram #710society #dabsociety #wigwagsofig",0,0,0
860,***CLOSED***This @bakersbackwoodsglass opal pendant is up for grabs right now on @dabbinginc page!✨💎 The high bid is $35👈🏻👈🏻👈🏻 Go check it out while it’s still there!😬 #glasspendant #bakersbackwoodsglass #jewelryofig #glassforsale #supportsmallbusinesses #pendantsofig #vitamino,0,1,1
861,"🚨Auction Alert 🚨 
Would you look at all that #crushedopal 🤩🌟🌟🌟it’s a great accent to the already 🔥 #wigwag and #gilsonopal 
Piece is about 2 inches in diameter and available now over on @codyplineglass 
#glassforsale #glassauction  #headyglassforsale #710  #glassauctions #glassofig #michiganmade #headyglass #glasspendant #pendant #glassforsale 
#pendantauction  #crushedopal #glassopal #boro #boroart #borolife #boroforsale",1,0,0
862,Hope everyone feels the good vibes and ends the day well!! #420 #420society #710 #710society #high #highsociety #highlife #dab #dabsociety #bubblecap #mota #marijuana #kush #shatter #crumble #heady #headyglass #americanglass #glassart #boro #boroglass #handblown #berner #hiphop #cat #positivevibes #positivity #feelings #love #selflove,0,0,0
863,Happy #tgif my #sexy #mofos I just broke the 1 hr mark on my #wakeandbake #bicycle #ride this mornin. #stoked #af about it.  Now I just gotta work my upper body to give the #manboobs a little lift 😂 Have a great day all #riseandgrind to the #top and #staylifted ✌️❤️😃 #420fit#420fitness#fit420 #glassporn#glassofig#glassblowing#glassforsale#glasslife#glassfam#glasspipes#headyart#headychillum#420community#420#glasshustle#glassware#glassart#glass,0,0,0
864,"🔥🔥AUCTION🔥🔥
💎Clear 3 hole spinner cap. Lathe made, fits all 25mm flat tops.💎
✔(2) 6mm QUARTZ beads included.✔
💲Starts at $10. Please bid in increments of $5 or more.💲
✈$5 for U.S. shipping.✈
⏳Ends 24 hours after the first bid.⏳
🔞Please be payment ready. All flakes/fake bidders will be blocked. Keep it honest.🔞
Thanks for your support!🙏✌
.
.
.
#glass #glassart #lampwork #smoke #420 #710 #Oregon #oregonmade  #westcoast #bho #dabs #wax #shatter #rosin  #shatterday #bubblecap #bubblecaps #thermal #carbcap #topshelf #weshoulddab #weshouldsmoke #progress #hardwork #handspun #handmade #art",1,1,1
865,"Just dropped this illuminati cap off for auction on my other page 
@dankhankglassauctions

#dankhankglass #bubblecap #pastelserum #glassblowing #glassart #thousanddollarsmoke #boro #boromarket #headies #boroart #borolife #710 #kilninit #dablife #oprahsbookclub #oprahswookclub #heady #headyglass #headylife #glassblowharder #weshouldsmoke #glassofig #bestofglass",1,1,1
866,"Glassy Gold Package:  Once again, our package prices are 15% off all items in package plus free butane.  We do our best to keep Gold packages right around $200.  We stepped it up a little on this one. Mention this post and it’s all yours for $219.99 plus tax of course. Post will be deleted once sold. 
#glassforsale #710society #smokeshop #412 #pittsburgh #vapebetter #cbdlife #trusttheplant #dablife #blazerbigshot",0,0,0
867,🐼🐼🐼🐼 All-in-one Station 🦉 #rufldfthrs,0,0,0
868,"Aucshun: North Star Yellow cap and stand set. Cap is 27.4mm. Starts at 40 bucks. Free shipping. Please tag who you outbid. 
#glassart #horn  #carbcap #bubblecap #glass #glassofig #dabbers #dabbersdaily #dabs #dabsociety #dabnation #northstarglass #carbcap",1,1,1
869,"👑 A #bismuth #dipped #bubblecap. Ti signed “KB19.” NFS.
.
#bubblecaps #crystalart #bismuthcrystals #bismuthart #bismuthofig #glassart #boroart #headyglass #metalart #glassofig #710 #dab #dabs #dabstagram #dabbing #dabtool #dabtools #bismuthdabtool #bismuthbubblecap #functionalglassart #sacredgeometry #magickmetal #iridescent #craftchemistry #iridescentmetal #crystals",0,0,0
870,"Bob-omb bubble caps! 
Big thanks to @fabz561 and @deadcynic
For the orders! Also @danigirlglass for being such an amazing teacher!
AY-O! What're you doing bringing hazardous materials aboard?! You just better make sure he stays calm! I don't want an angry Bob-omb on this ship!”—Lubba, Super Mario galaxy 2.

Bob-ombs are living, moving mechanical bombs with eyes, feet, and a wind-up key on the back. They are generic enemies who first appeared in Super mario bros 2, and have appeared in nearly every Mario game since then. #bubblecap #borosilicate #supermarioodyssey #supermario #glassofig #oprahswookclub 
#glassart #bobomb.",0,0,0
871,"🔥🐲What is your dragon name! Comment below for a chance to win a prize! Auction is going up tonight! Don’t miss out! Once in a lifetime opportunity, coming soon! Comment below and check✅ back later!🔥🐲
✅
✅
✅
☑️
🐲
#dabs #glassofig #dragons #bestofglass #headyart #glasslife #cannabis #headyglassforsale #functionalglassart #glass #420 #glassofig #oprahsbookclub #boro #glassforsale #glassblowing #710 #dabbersdaily #thousanddollarsmoke #handmade #dabs #glassart #art #heady #glassauction #710society #headyglass @cheechandchongglass @heytommychong @marijuana",1,1,1
872,"🐬AUCTION🐬 ✨This #doink Holder/Heady Bead featuring #uvreactive line work and carved ends is going down. ✨Bidding starts now at 0 and ends when I call it. ✨Reserve. ✨Minimum bids of $5 please. ✨Shipping in the US is $5 Outside the US is $10. ✨She comes signed and dated with the @thetipen ✨You must pay within 24 hours of winning the auction. 🤙Thank You Everyone🤙

#poppin #doinks #glassart #uvreactive #headybead #minitube #dabbersunite #flowerpower #pendantsofig #headyglassart #glassofig #glassforsale #glasscollector #buyboro #bestofglass #dabbersofig #dabbersdaily #headypendant #headyglass #glassauction #thousanddollarsmoke #highendglass #boroballers #boroforsale #glass4sale #glassgallery #bigdoinksinamish",1,1,1
873,"Going in on a nice dab of some deep breath to end a long day of work 😴😴 been a minute since I've shown this rig some love!! Shoutout to @davemanglass for always killing it with the retti 🔥💪💪
Rig: @davemanglass
Cap: @alexinwood_glass
Quartz: @joelhalen",0,0,0
874,"Made this heady little bub yesterday out of secret white and shooting star sits great on a 30mm nail. Dm if youre interested!

#taintedglass #buymybubs #bubblecap #carbcap #encalmo #glassleaf #mushies #bestofglass #glassofig #headylist #progress #glassforsale",0,0,0
875,"SOLD
I have two of these SUPER affordable incyclers available! They come with matching carb caps. #klein #headyglassforsale #glasspipesforsale #glasswaterpipes #rig #glassart #loveart #glassmarket #headyrigs #uvglass #theglasswizard #trending #instafamous #glassofig #pipes #headypipes #headyrig #glassforsale #custom #glass4sale #headyapparel #bubblecap #opal #vitamino #glasspipesforsale #headyrigsforsale #headyglasspipes #glass4sale #glassforsale #glasscollection #glassofigforsale",0,0,0
876,Pendant and dabber I made last night. I'll post better videos of them when I get back home later. #dabs #dabber #710 #420 #sideboob #glassofig #garlicbread #boro #bubblecap #glassporn #iwillmarrymary #captainplanet #oprahsbookclub #tuopipes #cap #carb #heady #boobytrapspeltbackwardsispartyboob #carbcap #glass #headyglass #bestofglass #chugfuxker #710society #ronaldreganwasacaveman #glassforsale #whendidyoustopremembering,0,0,0
877,"Key lime by @greasy_glass 🌌
.
.
.
#asaglass #spacetech #bubblecap #functionalart #honeycomb #silver #gold #fume #weshouldsmoke #dabbersdaily #glassofig #oprahsbookclub #tastetheasa",0,0,0
878,All gold fume sleeve tube. #dabs #dabber #710 #420 #sideboob #glassofig #garlicbread #boro #bubblecap #glassporn #iwillmarrymary #captainplanet #oprahsbookclub #tuopipes #cap #carb #heady #boobytrapspeltbackwardsispartyboob #carbcap #glass #headyglass #bestofglass #chugfuxker #710society #ronaldreganwasacaveman #glassforsale #whendidyoustopremembering,0,0,0
879,"❄️🔥New piece alert! Frosted Phillies signature small beaker with the rare mini label😍couldn’t be happier with the purchase💯 Ripped a fat bowl of some absolute gas, 32.4% Thing 1(Indica). Stay baked my friends🤙",0,0,0
880,"Nice lil #fullmelt meltshot. Went in hot, feel like I can never get the timing right with melt 🥵🤷🏼‍♂️ .
Glass @crunklestein 
Bubblecap @jeff_spaga 
Quartz @highlyeducatedti .
#dabs #terps #terphunters #gottacatchemall #smokemon #mothership #capncrunk #crunklestein #crunklesteinforsale #mothershipforsale #bigdabs #mothershipcap #deppecap #bubblecap #crunktube",0,0,0
881,"A couple of the @waagie Puffco peak bubblecaps we currently have looking for good homes!
DM for more pics or info !!
#cloudsovercanada #headyglass #bubblecap #waagie #puffcopeak #peakcaps",0,0,0
882,"🚨24 Hour Auction🚨
Wolf pup pendant with two opal eyes. Leave your bids in the comments below!
Artist: @ryankane_glass
👇👇AUCTION RULES👇👇
👉Starting Bid: $60
👉Bid Increments: $10 minimum
👉Buy it Now: $150
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Saturday 9:30 A.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
883,"“Tacticians Lament” 
U n o b t a i n a b l e 
Funky get down with the talented @viisionarylife ✨🚀💎 Had a blast slicing this tag up and would love to cut more up, DM either of us to scoop this or a similar 💕",0,0,0
884,"(SOLD) Got a couple new color accented clear recyclers available this week. The first being a serum accented triple uptake and the second being a sunset slime accented double uptake with a faceted marble. Swipe to the end for a function shot on the serum piece. Both are available and function like a dream. Dm for details, thanks! #mcsquared #mcsquaredglass #glassofig #ncglass #glassforsale #bestofglass #clear #serum #sunsetslime",0,0,0
885,"Fresh Bubblecaps!!
Fresh Bubblecaps!! Dm to scoop!!!
#bubblecap#bubblecaps#carbcaps#carbcap#glassblowing#headyglass#glass#quartzbanger#bangerhanger#glassofig#710#710society#terps#fume#fumed#fumedglass#dabber",0,0,0
886,"🔌🔌 For the first time ever, we are running a night SALE in the two hours before we close on 4/20. All glass will be 50% their original price. You read that right, ALL glass 50% off, 9-11pm on 4/20! No guarantees that the piece you're in love with will still be here by then however! 💔💔
_____________________________________ 
#mjhog #mjhog420 #maryjanesgotglass #420 #redefineheadshop #Maryjanes #maryjaneshouseofglass #nightsale #glassofig #bong #glasspipe #thousandollarsmoke #wfayo #dailydabbers #sales #funtionalglassart #headyglass #glassporn #boroglass #stonersociety #glasslife #oprahsbookclub #heady #boroofig #bubblecap #dabstagram #headyforsale #heady #pipemaker #dabs",0,0,0
887,"👽🌌
Featuring a moon opal and tumbled opal from @grandpaglass
.
.
.
#asaglass #spacetech #bubblecap #functionalart #honeycomb #silver #gold #fume #weshouldsmoke #dabbersdaily #glassofig #oprahsbookclub",0,0,0
888,"Nemo 25mm bubble cap
.
.
.
 #masspipes #banger #bubblecap #glass #northstar #grail #gavel #hash",0,0,0
889,"(CLOSED)
💎48 HOUR AUCTION💎
Up for grabs we have this 10mm @windstar_glass Kid Buu rig🔥Will also come with a matching Bubble cap🤘🏽
1) Please comment under the “bid here” comment in the comment section
2) Please tag the person you outbid
3)Please bid in increments of $10 or more
4)Bidding is in USD (But will ship anywhere as long as shipping is covered by the buyer!)
5)Must be payment ready
6)Winner Will cover shipping
7) Small reserve in place 
Goodluck and thank you for everyone participating! 🙏🏽💙
#superbakedbrosglass #glassofig #glass #headyglass #glassart #glassforsale #glassporn #bestofglass #cannabiscommunity #dabs #boro #society #oprahsbookclub #heady #cannabis #thousanddollarsmoke #dabbersdaily #dab #headyart #glassblowing #sale #highsociety #terps #highlife #art #dabstagram #hightimes #weedstagram #weshouldsmoke #weedporn",0,1,1
890,"IT’S FRIDAY!!!! We hope you’ve all had a good week & you’re ready for our big day tomorrow! BUT, in the meantime.....today we have all of our Illuminati products 10% off! Glass & CBD. SO, our new CBD flower came Wednesday & we’ve already sold out of our 7g Private Reserve, but we still have our 3.5g available. We have new gummies- some with just CBD & our CBDZzzz which contain melatonin if you’re looking for a calming (& cool) sleep aid! I wish I could write a book on all of our products, but you’ll just have to come in & see what all of the hype is about yourself😉 Megan will be at the store to help y’all out today starting at 11! 🌱❤️
#smokeshop #cbd #tobacco #smallbusiness #virginiabeach #smoke #headshop #headshoplife #headshops #suffolk #love #mmj #vape #vaper #vapestore #tobaccostore #glass #waterpipe #rig #oil #glassblowing #glassforsale #cbdfordogs #illuminaticbd",0,0,0
891,Is that cheese melting ?? Damm changing the weather out here to cloudy. Amazing draw and blessed to hit this thanks again. #glassforsale #headyart #dab #glassauction,0,0,0
892,"TORO for Sale 
Double Macro XXL 
8-13 arm percs / 14mm joint

UV Lucy lip wraps 
Includes TORO flower bowl

Functions flawlessly - perfect condition $550 obo shipped - venmo, no trades 
#headyglass #functionalglassart #glassofig #headyart #headylife #heady #dabs #boro #boroofig #borosilicate #highendglass #hash 
#terps #glassart #glassforsale #headyglassforsale #boroforsale #toro #toroforsale #toroglass",0,0,0
893,"🚨24 Hour Auction🚨
Fully fumed torus incycler with encased opal. Leave your bids in the comments below!
Artist: @bronxglass
(About 7.5 inches/ 14mm)
👇👇AUCTION RULES👇👇
👉Starting Bid: $300
👉Bid Increments: $20 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Thursday 3:30 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
894,"💧💎 Active Auction two posts back. 💎💧 Double Bubbler with 2-to-4 hole percolators. Having half the air flow in the first chamber acts as a regulator for the 4-hole in the second one. This allows for soft, fluttery bubbles that regain flavor and provide just enough cooling of the vapor to enable a longer draw from the piece. This piece is meant to function optimally when a capped-off banger is on it, making it designed with the user in mind from the inside out!
.

#handspun #glass #glassofig #headyart #headies #headyglass #glasspendants  #americanglassrenniasance #artistdirect #borosilicate #glassfeatures #bestofglass #phillydabbers #dabbersdaily #dabbersunite #dabstagram #headyaf #fuxwithmyseals #boroauction #glassauction #ballinonabudget #glasspipes",0,1,1
895,"Happy 710 (0IL) my fellow Dabbers! Fake carts are becoming a major issue in the cannabis industry as we all know. Since when are we okay with letting people produce low quailty poisonous cannabis products? We ALL have only ever wanted ""the good good"". I've never seen anyone asking for the bobby brown or a poisoned thc cartridge. Im not okay with companies producing poisonous cannabis oil and you shouldn't be okay with that either. Refer to my last post on fake carts for more information regarding the dangers, how to find an authentic cartidge, and also a list of cartridges to avoid! Thank you all for your support!  #teamsherbet #sherbetglassart #fatterdabs #manchildglass #dualuptake #recycler  #hoyesquartz #xxl #30mm #banger #dabs #dabeveryday #710 #bho #pho #thc #borosilicate #slyme #parallax #rigs #bubblecap #chadbroglass #terptrunk #fakecarts #exoticcarts #dankvapes #smartcarts",0,0,0
896,"🚨24 Hour Auction🚨
Drippy pendant with opal center. Leave your bids in the comments below!
Artist: @ojglass
(About 2.25 x 1 inches) (L x W)
👇👇AUCTION RULES👇👇
👉Starting Bid: $40
👉Bid Increments: $5 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Monday 8:30 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
897,Forum cut cookie so fire 🔥 😤😤💯🍪🍪 #weedstagram420 #cannabiscommunity #glassart #headyglass #headyglassforsale #mmmp #dabs #dab #dabstagram #sherbert #flavorking #flavorkings #shredder #bubblecap #gashouse #bigalsexotics #dank #cannabiscures #cannabiscup #hightimes #cannasseur #bearmountainstudios #313 #420 #weedporn #edibles #blunts #thca #thcadiamonds,0,0,0
898,"(CLOSED) #AUCTION #bubblecap by @sh_glass This beautiful cap was handblown using @northstarglass Light Blue Amber Purple, a striking color!! The strike on this color is absolutely stunning, it makes the whole cap look like it’s a planet! This cap is real sturdy, and has a super tight fit to ensure the perfect dab experience! It fits most all bangers, best on a 25-30mm! Don’t miss your chance to win some heady glass shipped to your door! Upgrade your collection today with some super icey glass by a very talented NJ artist! RULES BELOW!
...............................................................................................Starts at $15 increments of at least $1. B-I-N FOR $60 WINNER PAYS SHIPPING! Ends 48hrs after the first bid!! THOU SHALT NOT SLEEP! .
.
.
#glassforsale #sale #glassartforsale #glassauction #dabber #dabberforsale #stealdeal #boroforsale #glassblowing #glassauction #glass4sale
#stonerphotography #weedstagram420 #weedporn #functional #headyglass #potheadsociety #dabbers_unite #dabbersdaily #dabstagram #dabporn #functional #headyglass #weedstagram420 #fullset #functional #headyglass #weedculture #stonernation #stoners #glassart",0,0,0
899,"🧢😎💨
New bubble caps in. Loving this line work!
.
🎨 by @gladstoneglass 
#BubbleCap",0,0,0
900,I still have these 2 UV bubble caps by @versaglassworks for only $40 shipped! These both have an encased opal in the center of the bubble 🙏 love this design. Colors are Luna and Pink Proton! #bubblecap #uvreactive #glassforsale #luna #pinkproton #glassauction #glass4sale,0,0,0
901,"Auction closed. Up for grabs today is this blingin staircase bubblecap! It’s made from some of my favorite blues, some UV goodies, and sports a nice black opal encased by @jensglassart on top of the handle to class it up a bit more. It will fit 25mm and 35mm nails. 
Must be of legal smoking age in your state or country to bid. 
Starts at $0 
Minimum increments of $5 
BIN for $125 
No reserve!
Buyer pays $3 for shipping 
Will end tonight at 10:00pm so don’t sleep on it! 
Comes with slaps. 
Thank you guys and have a great day!

#420 #710 #glass glassart #glassartist #boro #borobywombat #heady #headyglass #bubblecap #carbcap #dabs #terps #linework #opal #pdxglass #pnwglass #oprahsbookclub #oprahswookclub #flamewook #linewook",1,1,1
902,Prototype chug-bubbler I wipped up last night. I'm very happy with the function on this one I'm just going to do the neck differently on the next one. I'm going to do it more like the one on the mai tai rig its sitting next to towards the end of the video. The way it is now is awkward to hold onto. Also I know its sloppy but it was just a prototype I made with some scrap tubing. #dabs #dabber #710 #420 #sideboob #glassofig #garlicbread #boro #bubblecap #glassporn #iwillmarrymary #captainplanet #oprahsbookclub #tuopipes #cap #carb #heady #boobytrapspeltbackwardsispartyboob #carbcap #glass #headyglass #bestofglass #chugfuxker #710society #ronaldreganwasacaveman #glassforsale #whendidyoustopremembering,0,0,0
903,"This hot sauce color is 🔥. Up for auction on @tucsontokers' page, check it out.🤡 ▫️
▫️
▫️ #glassforsale #boroforsale #glass #glassofig #instaglass #glasspipe #glassporn #glassart #boro #boroofig #borolife #borolove #coolcomplex #supportlocal #supportlocalglass #clown #clowns #clownposse #glassclown #johnwayneglassy",1,1,1
904,"PITEIRAS COLORIDAS!! 🔥🔥👊🏻 Galera pediu, nós atendemos ❤️💎 LIMITADAS!! 🏃🏿‍♂️ correee #glass #glassofig #glassart #glassartist #boro #borosilicate #boroofig #coe33 #lampwork #bestofglass #glasslife #glasslove #functionalglassart #feitonobrasil #glasstagram #headyglass #headyart #handmade #glasssales",0,0,0
905,"Dyed maple burl and faux rose gold flake 🔥
**SOLD**
*Torch not included 
#pyramidcustomwoodworks",0,0,0
906,"🚨24 Hour Auction🚨
E.T. Glue stick with Roswell mixed with blue stardust and dichroic staff holding a faceted gem. Leave your bids in the comments below!
(About 5 inches/ 10mm)
Artist: @mongrel.0
(About 3 x .5 inches) (L x W)
👇👇AUCTION RULES👇👇
👉Starting Bid: $1000
👉Bid Increments: $50 minimum
👉Tag the person you outbid
👉Buy it Now: $2000
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Monday 10:30 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
907,"!!!SOLD!!! Opal madness right here, made with red, black, and tan. Features an 8mm rose cut black opal, surrounded by six 6mm triangles, and six 2mm edge accent opals, all courtesy of @grandpaglass ! Shoot me a dm to scoop, serious inquiries only please.
..
#glassofig #headypendants #headyart #bestofglass #gemsofig #pendantsofig #glasspendants #sacredgeometry #glasspornofig #oprahsbookclub #thousanddollarsmoke #dabbersunite #dabbersdaily #coldcarved #sandcarvedglass #opalinlay #mandala #seedoflife",0,0,0
908,"Excited as hell to see my boy @nachopicasso go on tour the 19th with @shakewell818 and @therealfatnick 
Rig:@jacobjarvisglass
Cap:@markandrewsglass
Banger:@toro_glass 
#stonersociety #highsociety #710society #420society #weedstagram #dabs #headyglass #headysociety #heady #markandrewsglass #jacobjarviswarrior #wedontsmokethesame #ballersonly #thousanddollarsmoke #stayhighlaylow #functionaglassart #shakewell #wayback #music #dabstagram #thcdiamonds #glassforsale #710 #hightimes #cleansmoke #bubblecap #headies #medicated #glassofigforsale #glassfortrade",0,0,0
909,14mm cadmium ripper with cap #glassofig #oprahsbookclub #oprahswookclub #cadmium #retro #710 #710society #420 #rasta #pnw #snowdays #bellinghamartist  #pnwartist #glassforsale #multiples #bubblecap #headyglass #headyglassforsale #headyspeghetti,0,0,0
910,"*SOLD*Tall Red 7 mm Beaker for 550 obo, comes with box, standard downstem, and slide
#illadelph #illadelphforsale #illadelphglassforsale #glassforsale #bongsforsale #420",0,0,0
